id;starttime;endtime;description;type;subtype;street;polyline;direction
20241119T213641_4566_2341;2024-11-19T21:36:41+01:00;2024-11-20T06:00:00+01:00;Fermeture BPI Gentilly-RN13;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;AI_Muette;48.8640429509771153 2.2670320241393478 48.8644326108756246 2.2674883765489326 48.8647721738030754 2.2677857730759974;ONE_DIRECTION
20241119T213641_5208_3539;2024-11-19T21:36:41+01:00;2024-11-20T06:00:00+01:00;Fermeture BPI Gentilly-RN13;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;PI_Parc_Expo_Ouest;48.8308072817853613 2.2848124587880321 48.8319336332424712 2.2819090731885749 48.8329038636144546 2.2795968705096339;ONE_DIRECTION
20210915T124732_1899_655;2021-09-15T12:47:32+01:00;2030-09-15T17:00:00+01:00;interdit au véhicules,sauf (le bus,taxi,vélo) date de fin indefini;ROAD_CLOSED;ROAD_CLOSED_EVENT;Av_de_St_Ouen;48.8940431642816122 2.3277028547496852 48.8930204235421755 2.3273499661421608;ONE_DIRECTION
20241119T213641_5449_2064;2024-11-19T21:36:41+01:00;2024-11-20T06:00:00+01:00;Fermeture BPI Gentilly-RN13;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;PI_Georges_Lafont;48.8362880686490968 2.2568021503549440 48.8368856732446943 2.2558047911929924 48.8372459207714655 2.2553484893915443 48.8379642029820502 2.2547325602189816 48.8381840619148164 2.2546614296019127;ONE_DIRECTION
20240916T080006_4303_3476;2024-09-16T08:00:06+01:00;2025-02-28T16:00:00+01:00;Av_des_Ternes - Aménagement de voirie piste cyclables;CONSTRUCTION;;Av_des_Ternes;48.8806373243139660 2.2853166458288872 48.8800664011491932 2.2877710667322941;ONE_DIRECTION
20241119T213641_5205_3228;2024-11-19T21:36:41+01:00;2024-11-20T06:00:00+01:00;Fermeture BPI Gentilly-RN13;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;PI_Plaine;48.8266427801145255 2.2962931833101288 48.8273120165804002 2.2932959078261739 48.8280516132783760 2.2909347491675054;ONE_DIRECTION
20201110T102206_1415_2540;2020-11-10T10:22:06+01:00;2050-06-14T17:00:00+01:00;Interdiction de circuler aux véhicules à moteur (sauf bus, taxis et livraisons);ROAD_CLOSED;ROAD_CLOSED_EVENT;Av_Gambetta;48.8716962519072524 2.4043252103199260 48.8697469152808850 2.4025674826905021;ONE_DIRECTION
20241119T213641_5294_1704;2024-11-19T21:36:41+01:00;2024-11-20T06:00:00+01:00;Fermeture BPI Gentilly-RN13;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;SI_Dauphine_Marechal_Fayolle;48.8699236535390114 2.2718691374982489 48.8703823279218099 2.2726616355360227 48.8707693830602210 2.2732499131628194 48.8712041654835687 2.2741573156533850;ONE_DIRECTION
20240826T174434_4772_3505;2024-08-26T17:44:34+01:00;2025-08-29T18:00:00+01:00;Fayolle - Place Félix Eboué. Aménagement de voirie.;CONSTRUCTION;;Bd_de_Reuilly;48.8395093069471642 2.3964383727273417 48.8395311945953878 2.3977368476558096;ONE_DIRECTION
20240916T080006_4307_1368;2024-09-16T08:00:06+01:00;2025-02-28T16:00:00+01:00;Av_des_Ternes - Aménagement de voirie piste cyclables;CONSTRUCTION;;Av_des_Ternes;48.8787321381368187 2.2941799386279116 48.8794331002341451 2.2910764218652124;ONE_DIRECTION
20240916T080006_4309_2698;2024-09-16T08:00:06+01:00;2025-02-28T16:00:00+01:00;Av_des_Ternes - Aménagement de voirie piste cyclables;CONSTRUCTION;;Av_des_Ternes;48.8792975300939005 2.2910226214597853 48.8785630532941227 2.2941829664578797;ONE_DIRECTION
20240916T080006_5241_1030;2024-09-16T08:00:06+01:00;2025-02-28T16:00:00+01:00;Av_des_Ternes - Aménagement de voirie piste cyclables;CONSTRUCTION;;Av_Pte_Ternes;48.8806792311413076 2.2851445334502247 48.8806373243139660 2.2853166458288872;ONE_DIRECTION
20240928T180420_6923_781;2024-09-28T18:04:20+01:00;2025-03-31T17:00:00+01:00;Trocadéro_Doumer_Wilson Piétonisation;ROAD_CLOSED;ROAD_CLOSED_EVENT;AI_Auteuil_bretelle_7;48.8485147121886811 2.2534266063384658 48.8492112445735529 2.2526615667493664;ONE_DIRECTION
20241003T082352_34_290;2024-10-03T08:23:52+01:00;2030-01-03T16:21:00+01:00;Concorde_Est Interdiction vehicules à moteur sauf bus, taxi, sécours;ROAD_CLOSED;ROAD_CLOSED_EVENT;Rivoli;48.8614986341360549 2.3390796944274990 48.8621582136371160 2.3369915823366560;ONE_DIRECTION
20241003T082352_371_3685;2024-10-03T08:23:52+01:00;2030-01-03T16:21:00+01:00;Concorde_Est Interdiction vehicules à moteur sauf bus, taxi, sécours;ROAD_CLOSED;ROAD_CLOSED_EVENT;Rivoli;48.8554972796506775 2.3600634149766173 48.8559785960858264 2.3579583705948619;ONE_DIRECTION
20241003T082352_373_1359;2024-10-03T08:23:52+01:00;2030-01-03T16:21:00+01:00;Concorde_Est Interdiction vehicules à moteur sauf bus, taxi, sécours;ROAD_CLOSED;ROAD_CLOSED_EVENT;St_Antoine;48.8546092004605015 2.3629157723686092 48.8551065589373579 2.3616887455298552;ONE_DIRECTION
