date,Température de l'air,Humidité relative,Visibilité horizontale,Vitesse du vent,Précipitations horaires,Petite_pluie,Grosse_pluie,index_ressenti
2020-09-08 22:00:00,21.44999999999999,69.0,30000.0,3.5,0.0,False,False,21.19999999999999
2020-09-08 23:00:00,21.44999999999999,69.0,30000.0,3.5,0.0,False,False,21.19999999999999
2020-09-09 00:00:00,17.649999999999977,88.0,25000.0,1.8,0.0,False,False,21.70999999999998
2020-09-09 01:00:00,17.649999999999977,88.0,25000.0,1.8,0.0,False,False,21.70999999999998
2020-09-09 02:00:00,17.649999999999977,88.0,25000.0,1.8,0.0,False,False,21.70999999999998
2020-09-09 03:00:00,19.05000000000001,85.0,12650.0,1.4,0.0,False,False,22.63000000000001
2020-09-09 04:00:00,19.05000000000001,85.0,12650.0,1.4,0.0,False,False,22.63000000000001
2020-09-09 05:00:00,19.05000000000001,85.0,12650.0,1.4,0.0,False,False,22.63000000000001
2020-09-09 06:00:00,19.44999999999999,82.0,15000.0,1.4,0.0,False,False,22.429999999999986
2020-09-09 07:00:00,19.44999999999999,82.0,15000.0,1.4,0.0,False,False,22.429999999999986
2020-09-09 08:00:00,19.44999999999999,82.0,15000.0,1.4,0.0,False,False,22.429999999999986
2020-09-09 09:00:00,23.05000000000001,66.0,15110.0,1.9,0.0,False,False,22.68000000000001
2020-09-09 10:00:00,23.05000000000001,66.0,15110.0,1.9,0.0,False,False,22.68000000000001
2020-09-09 11:00:00,23.05000000000001,66.0,15110.0,1.9,0.0,False,False,22.68000000000001
2020-09-09 12:00:00,27.55000000000001,26.0,23030.0,4.4,0.0,False,False,18.43000000000001
2020-09-09 13:00:00,27.55000000000001,26.0,23030.0,4.4,0.0,False,False,18.43000000000001
2020-09-09 14:00:00,27.55000000000001,26.0,23030.0,4.4,0.0,False,False,18.43000000000001
2020-09-09 15:00:00,27.850000000000023,47.0,20690.0,4.2,0.0,False,False,22.99000000000002
2020-09-09 16:00:00,27.850000000000023,47.0,20690.0,4.2,0.0,False,False,22.99000000000002
2020-09-09 17:00:00,27.850000000000023,47.0,20690.0,4.2,0.0,False,False,22.99000000000002
2020-09-09 18:00:00,24.25,46.0,19980.0,3.4,0.0,False,False,19.43
2020-09-09 19:00:00,24.25,46.0,19980.0,3.4,0.0,False,False,19.43
2020-09-09 20:00:00,24.25,46.0,19980.0,3.4,0.0,False,False,19.43
2020-09-09 21:00:00,21.75,56.0,25000.0,4.2,0.0,False,False,18.689999999999998
2020-09-09 22:00:00,21.75,56.0,25000.0,4.2,0.0,False,False,18.689999999999998
2020-09-09 23:00:00,21.75,56.0,25000.0,4.2,0.0,False,False,18.689999999999998
2020-09-10 00:00:00,19.850000000000023,76.0,25000.0,3.8,0.0,False,False,20.91000000000002
2020-09-10 01:00:00,19.850000000000023,76.0,25000.0,3.8,0.0,False,False,20.91000000000002
2020-09-10 02:00:00,19.850000000000023,76.0,25000.0,3.8,0.0,False,False,20.91000000000002
2020-09-10 03:00:00,17.05000000000001,89.0,20000.0,2.5,0.0,False,False,21.100000000000012
2020-09-10 04:00:00,17.05000000000001,89.0,20000.0,2.5,0.0,False,False,21.100000000000012
2020-09-10 05:00:00,17.05000000000001,89.0,20000.0,2.5,0.0,False,False,21.100000000000012
2020-09-10 06:00:00,17.55000000000001,91.0,15000.0,3.1,0.0,False,False,21.82000000000001
2020-09-10 07:00:00,17.55000000000001,91.0,15000.0,3.1,0.0,False,False,21.82000000000001
2020-09-10 08:00:00,17.55000000000001,91.0,15000.0,3.1,0.0,False,False,21.82000000000001
2020-09-10 09:00:00,20.75,76.0,10200.0,2.8,0.0,False,False,22.11
2020-09-10 10:00:00,20.75,76.0,10200.0,2.8,0.0,False,False,22.11
2020-09-10 11:00:00,20.75,76.0,10200.0,2.8,0.0,False,False,22.11
2020-09-10 12:00:00,25.149999999999977,57.0,25000.0,3.1,0.0,False,False,22.619999999999976
2020-09-10 13:00:00,25.149999999999977,57.0,25000.0,3.1,0.0,False,False,22.619999999999976
2020-09-10 14:00:00,25.149999999999977,57.0,25000.0,3.1,0.0,False,False,22.619999999999976
2020-09-10 15:00:00,26.05000000000001,49.0,25000.0,3.8,0.0,False,False,21.71000000000001
2020-09-10 16:00:00,26.05000000000001,49.0,25000.0,3.8,0.0,False,False,21.71000000000001
2020-09-10 17:00:00,26.05000000000001,49.0,25000.0,3.8,0.0,False,False,21.71000000000001
2020-09-10 18:00:00,23.350000000000023,55.0,55550.0,2.4,0.0,False,False,20.630000000000024
2020-09-10 19:00:00,23.350000000000023,55.0,55550.0,2.4,0.0,False,False,20.630000000000024
2020-09-10 20:00:00,23.350000000000023,55.0,55550.0,2.4,0.0,False,False,20.630000000000024
2020-09-10 21:00:00,20.649999999999977,65.0,25000.0,1.4,0.0,False,False,20.229999999999976
2020-09-10 22:00:00,20.649999999999977,65.0,25000.0,1.4,0.0,False,False,20.229999999999976
2020-09-10 23:00:00,20.649999999999977,65.0,25000.0,1.4,0.0,False,False,20.229999999999976
2020-09-11 00:00:00,18.350000000000023,70.0,25000.0,1.4,0.0,False,False,18.93000000000002
2020-09-11 01:00:00,18.350000000000023,70.0,25000.0,1.4,0.0,False,False,18.93000000000002
2020-09-11 02:00:00,18.350000000000023,70.0,25000.0,1.4,0.0,False,False,18.93000000000002
2020-09-11 03:00:00,17.05000000000001,76.0,31780.0,2.3,0.0,False,False,18.56000000000001
2020-09-11 04:00:00,17.05000000000001,76.0,31780.0,2.3,0.0,False,False,18.56000000000001
2020-09-11 05:00:00,17.05000000000001,76.0,31780.0,2.3,0.0,False,False,18.56000000000001
2020-09-11 06:00:00,15.850000000000023,76.0,19170.0,1.0,0.0,False,False,17.75000000000002
2020-09-11 07:00:00,15.850000000000023,76.0,19170.0,1.0,0.0,False,False,17.75000000000002
2020-09-11 08:00:00,15.850000000000023,76.0,19170.0,1.0,0.0,False,False,17.75000000000002
2020-09-11 09:00:00,22.05000000000001,55.0,17290.0,0.9,0.0,False,False,19.780000000000012
2020-09-11 10:00:00,22.05000000000001,55.0,17290.0,0.9,0.0,False,False,19.780000000000012
2020-09-11 11:00:00,22.05000000000001,55.0,17290.0,0.9,0.0,False,False,19.780000000000012
2020-09-11 12:00:00,26.44999999999999,48.0,22790.0,2.7,0.0,False,False,22.239999999999988
2020-09-11 13:00:00,26.44999999999999,48.0,22790.0,2.7,0.0,False,False,22.239999999999988
2020-09-11 14:00:00,26.44999999999999,48.0,22790.0,2.7,0.0,False,False,22.239999999999988
2020-09-11 15:00:00,26.850000000000023,44.0,37860.0,2.4,0.0,False,False,21.930000000000025
2020-09-11 16:00:00,26.850000000000023,44.0,37860.0,2.4,0.0,False,False,21.930000000000025
2020-09-11 17:00:00,26.850000000000023,44.0,37860.0,2.4,0.0,False,False,21.930000000000025
2020-09-11 18:00:00,23.350000000000023,55.0,55120.0,1.8,0.0,False,False,20.810000000000024
2020-09-11 19:00:00,23.350000000000023,55.0,55120.0,1.8,0.0,False,False,20.810000000000024
2020-09-11 20:00:00,23.350000000000023,55.0,55120.0,1.8,0.0,False,False,20.810000000000024
2020-09-11 21:00:00,19.44999999999999,67.0,40600.0,2.4,0.0,False,False,19.12999999999999
2020-09-11 22:00:00,19.44999999999999,67.0,40600.0,2.4,0.0,False,False,19.12999999999999
2020-09-11 23:00:00,19.44999999999999,67.0,40600.0,2.4,0.0,False,False,19.12999999999999
2020-09-12 00:00:00,16.25,74.0,28140.0,1.7,0.0,False,False,17.54
2020-09-12 01:00:00,16.25,74.0,28140.0,1.7,0.0,False,False,17.54
2020-09-12 02:00:00,16.25,74.0,28140.0,1.7,0.0,False,False,17.54
2020-09-12 03:00:00,14.25,83.0,19700.0,2.5,0.0,False,False,17.1
2020-09-12 04:00:00,14.25,83.0,19700.0,2.5,0.0,False,False,17.1
2020-09-12 05:00:00,14.25,83.0,19700.0,2.5,0.0,False,False,17.1
2020-09-12 06:00:00,13.949999999999989,84.0,20000.0,3.1,0.0,False,False,16.81999999999999
2020-09-12 07:00:00,13.949999999999989,84.0,20000.0,3.1,0.0,False,False,16.81999999999999
2020-09-12 08:00:00,13.949999999999989,84.0,20000.0,3.1,0.0,False,False,16.81999999999999
2020-09-12 09:00:00,18.44999999999999,62.0,19850.0,3.0,0.0,False,False,16.94999999999999
2020-09-12 10:00:00,18.44999999999999,62.0,19850.0,3.0,0.0,False,False,16.94999999999999
2020-09-12 11:00:00,18.44999999999999,62.0,19850.0,3.0,0.0,False,False,16.94999999999999
2020-09-12 12:00:00,21.44999999999999,55.0,20000.0,3.8,0.0,False,False,18.309999999999988
2020-09-12 13:00:00,21.44999999999999,55.0,20000.0,3.8,0.0,False,False,18.309999999999988
2020-09-12 14:00:00,21.44999999999999,55.0,20000.0,3.8,0.0,False,False,18.309999999999988
2020-09-12 15:00:00,23.25,45.0,19980.0,3.3,0.0,False,False,18.26
2020-09-12 16:00:00,23.25,45.0,19980.0,3.3,0.0,False,False,18.26
2020-09-12 17:00:00,23.25,45.0,19980.0,3.3,0.0,False,False,18.26
2020-09-12 18:00:00,20.44999999999999,51.0,25000.0,2.7,0.0,False,False,16.83999999999999
2020-09-12 19:00:00,20.44999999999999,51.0,25000.0,2.7,0.0,False,False,16.83999999999999
2020-09-12 20:00:00,20.44999999999999,51.0,25000.0,2.7,0.0,False,False,16.83999999999999
